customer_id,customer_name,industry,email,phone,city,account_status
C00031,Customer_31,Retail,customer31@company.com,8699527857,Baltimore,Active
C00032,Customer_32,Logistics,customer32@company.com,6127971521,Columbia,Active
C00033,Customer_33,Logistics,customer33@company.com,8989614978,Columbia,On Hold
C00034,Customer_34,Healthcare,customer34@company.com,7409727922,Fairfax,On Hold
C00035,Customer_35,Retail,customer35@company.com,7550777174,Rockville,Active
C00036,Customer_36,Services,customer36@company.com,5029268977,Washington DC,Active
C00037,Customer_37,Retail,customer37@company.com,9453643416,Rockville,On Hold
C00038,Customer_38,Services,customer38@company.com,7598473681,Columbia,Active
C00039,Customer_39,Healthcare,customer39@company.com,7778208394,Rockville,Active
C00040,Customer_40,Manufacturing,customer40@company.com,6256555280,Columbia,Active
C00041,Customer_41,Logistics,customer41@company.com,6732850167,Baltimore,Active
C00042,Customer_42,Healthcare,customer42@company.com,3737937174,Baltimore,Active
C00043,Customer_43,Logistics,customer43@company.com,6563177395,Columbia,Active
C00044,Customer_44,Manufacturing,customer44@company.com,9821472019,Washington DC,Active
C00045,Customer_45,Manufacturing,customer45@company.com,2396622337,Washington DC,Active
C00046,Customer_46,Healthcare,customer46@company.com,9189806878,Rockville,Active
C00047,Customer_47,Manufacturing,customer47@company.com,2242594433,Columbia,On Hold
C00048,Customer_48,Services,customer48@company.com,4889890381,Fairfax,Active
C00049,Customer_49,Manufacturing,customer49@company.com,9915783408,Washington DC,Active
C00050,Customer_50,Logistics,customer50@company.com,3712925411,Washington DC,Active
C00051,Customer_51,Logistics,customer51@company.com,4242516203,Baltimore,Active
C00052,Customer_52,Logistics,customer52@company.com,8019575935,Washington DC,Active
C00053,Customer_53,Logistics,customer53@company.com,3290589383,Washington DC,Active
C00054,Customer_54,Services,customer54@company.com,9744957317,Washington DC,Active
C00055,Customer_55,Retail,customer55@company.com,3168242165,Columbia,Active
C00056,Customer_56,Healthcare,customer56@company.com,9399985643,Columbia,On Hold
C00057,Customer_57,Logistics,customer57@company.com,2885609705,Baltimore,Active
C00058,Customer_58,Manufacturing,customer58@company.com,7368081174,Rockville,Active
C00059,Customer_59,Logistics,customer59@company.com,3445089695,Washington DC,Active
C00060,Customer_60,Manufacturing,customer60@company.com,8825374665,Rockville,Active
C00061,Customer_61,Manufacturing,customer61@company.com,3951729000,Columbia,Active
C00062,Customer_62,Logistics,customer62@company.com,9495339890,Washington DC,Active
C00063,Customer_63,Services,customer63@company.com,7212231841,Rockville,Active
C00064,Customer_64,Manufacturing,customer64@company.com,2045837139,Rockville,On Hold
C00065,Customer_65,Manufacturing,customer65@company.com,5335288956,Fairfax,Active
C00066,Customer_66,Logistics,customer66@company.com,9823924294,Columbia,Active
C00067,Customer_67,Manufacturing,customer67@company.com,6550432650,Baltimore,On Hold
C00068,Customer_68,Manufacturing,customer68@company.com,8918795115,Baltimore,Active
C00069,Customer_69,Logistics,customer69@company.com,7919353074,Fairfax,Active
C00070,Customer_70,Logistics,customer70@company.com,9704723192,Rockville,Active
C00071,Customer_71,Healthcare,customer71@company.com,5755581912,Fairfax,Active
C00072,Customer_72,Services,customer72@company.com,5655033364,Fairfax,Active
C00073,Customer_73,Services,customer73@company.com,9633034114,Columbia,Active
C00074,Customer_74,Manufacturing,customer74@company.com,7450537815,Washington DC,Active
C00075,Customer_75,Services,customer75@company.com,5487039461,Rockville,Active
C00076,Customer_76,Manufacturing,customer76@company.com,8586239898,Baltimore,Active
C00077,Customer_77,Healthcare,customer77@company.com,6521555206,Baltimore,On Hold
C00078,Customer_78,Logistics,customer78@company.com,3962537408,Fairfax,Active
C00079,Customer_79,Logistics,customer79@company.com,2439221746,Fairfax,Active
C00080,Customer_80,Logistics,customer80@company.com,9490967072,Fairfax,Active
C00081,Customer_81,Services,customer81@company.com,9755821284,Rockville,Active
C00082,Customer_82,Healthcare,customer82@company.com,3165603422,Fairfax,Active
C00083,Customer_83,Services,customer83@company.com,4025543360,Fairfax,Active
C00084,Customer_84,Services,customer84@company.com,9348637259,Washington DC,Active
C00085,Customer_85,Healthcare,customer85@company.com,3885668853,Rockville,Active
C00086,Customer_86,Healthcare,customer86@company.com,2484459090,Columbia,On Hold
C00087,Customer_87,Healthcare,customer87@company.com,5031742008,Columbia,Active
C00088,Customer_88,Healthcare,customer88@company.com,9097367870,Washington DC,Active
C00089,Customer_89,Logistics,customer89@company.com,5323448923,Baltimore,Active
C00090,Customer_90,Retail,customer90@company.com,3539155378,Columbia,Active
C00091,Customer_91,Retail,customer91@company.com,7081797767,Rockville,Active
C00092,Customer_92,Healthcare,customer92@company.com,9055659140,Baltimore,Active
C00093,Customer_93,Retail,customer93@company.com,3407766613,Fairfax,Active
C00094,Customer_94,Retail,customer94@company.com,9988954918,Rockville,Active
C00095,Customer_95,Healthcare,customer95@company.com,2526683459,Baltimore,On Hold
C00096,Customer_96,Retail,customer96@company.com,8156679683,Columbia,Active
C00097,Customer_97,Services,customer97@company.com,7998899374,Fairfax,On Hold
C00098,Customer_98,Manufacturing,customer98@company.com,6028910612,Fairfax,Active
C00099,Customer_99,Manufacturing,customer99@company.com,2657708983,Rockville,Active
C00100,Customer_100,Healthcare,customer100@company.com,2042291777,Fairfax,Active
C00101,Customer_101,Logistics,customer101@company.com,3022568198,Baltimore,Active
C00102,Customer_102,Healthcare,customer102@company.com,5523062287,Washington DC,Active
C00103,Customer_103,Logistics,customer103@company.com,2899030355,Columbia,Active
C00104,Customer_104,Manufacturing,customer104@company.com,7329530710,Rockville,Active
C00105,Customer_105,Healthcare,customer105@company.com,6852878410,Washington DC,Active
C00106,Customer_106,Services,customer106@company.com,9367742368,Washington DC,Active
C00107,Customer_107,Retail,customer107@company.com,6592068161,Rockville,Active
C00108,Customer_108,Logistics,customer108@company.com,3422528830,Baltimore,Active
C00109,Customer_109,Retail,customer109@company.com,3213322792,Columbia,Active
C00110,Customer_110,Retail,customer110@company.com,8679360185,Rockville,Active
C00111,Customer_111,Healthcare,customer111@company.com,9432081275,Washington DC,Active
C00112,Customer_112,Retail,customer112@company.com,4288686857,Washington DC,Active
C00113,Customer_113,Services,customer113@company.com,5998726185,Rockville,Active
C00114,Customer_114,Retail,customer114@company.com,6086415032,Washington DC,Active
C00115,Customer_115,Healthcare,customer115@company.com,3552481786,Rockville,Active
C00116,Customer_116,Services,customer116@company.com,5340111803,Rockville,Active
C00117,Customer_117,Manufacturing,customer117@company.com,5173127793,Columbia,On Hold
C00118,Customer_118,Retail,customer118@company.com,8218870563,Rockville,Active
C00119,Customer_119,Healthcare,customer119@company.com,8573332274,Washington DC,Active
C00120,Customer_120,Manufacturing,customer120@company.com,3785737078,Fairfax,Active
C00121,Customer_121,Manufacturing,customer121@company.com,5652341061,Columbia,Active
C00122,Customer_122,Logistics,customer122@company.com,7281531215,Washington DC,Active
C00123,Customer_123,Services,customer123@company.com,7324509941,Washington DC,Active
C00124,Customer_124,Retail,customer124@company.com,7895294028,Columbia,Active
C00125,Customer_125,Healthcare,customer125@company.com,7284282227,Columbia,Active
C00126,Customer_126,Logistics,customer126@company.com,8704473308,Washington DC,Active
C00127,Customer_127,Services,customer127@company.com,6872597913,Fairfax,Active
C00128,Customer_128,Logistics,customer128@company.com,3375189335,Baltimore,Active
C00129,Customer_129,Services,customer129@company.com,5923215106,Washington DC,Active
C00130,Customer_130,Services,customer130@company.com,8052577353,Columbia,Active
C00131,Customer_131,Retail,customer131@company.com,5213639355,Rockville,Active
C00132,Customer_132,Services,customer132@company.com,6782283710,Rockville,On Hold
C00133,Customer_133,Logistics,customer133@company.com,3063281459,Columbia,Active
C00134,Customer_134,Services,customer134@company.com,5467523033,Columbia,Active
C00135,Customer_135,Retail,customer135@company.com,9571997003,Baltimore,Active
C00136,Customer_136,Retail,customer136@company.com,7953494360,Columbia,Active
C00137,Customer_137,Logistics,customer137@company.com,6133050249,Rockville,Active
C00138,Customer_138,Manufacturing,customer138@company.com,3837879608,Fairfax,Active
C00139,Customer_139,Manufacturing,customer139@company.com,7143109859,Columbia,Active
C00140,Customer_140,Services,customer140@company.com,8986445657,Baltimore,Active
C00141,Customer_141,Healthcare,customer141@company.com,4941078321,Fairfax,Active
C00142,Customer_142,Services,customer142@company.com,6833735673,Baltimore,Active
C00143,Customer_143,Logistics,customer143@company.com,9672886197,Fairfax,Active
C00144,Customer_144,Logistics,customer144@company.com,2077568041,Columbia,Active
C00145,Customer_145,Logistics,customer145@company.com,4073302637,Rockville,Active
C00146,Customer_146,Logistics,customer146@company.com,7716671299,Fairfax,Active
C00147,Customer_147,Logistics,customer147@company.com,5179577409,Washington DC,Active
C00148,Customer_148,Retail,customer148@company.com,3343297096,Baltimore,Active
C00149,Customer_149,Manufacturing,customer149@company.com,9846076818,Fairfax,Active
C00150,Customer_150,Logistics,customer150@company.com,8850273077,Baltimore,Active
C00151,Customer_151,Healthcare,customer151@company.com,5409746031,Rockville,Active
C00152,Customer_152,Healthcare,customer152@company.com,4916962900,Baltimore,Active
C00153,Customer_153,Healthcare,customer153@company.com,6230329382,Baltimore,On Hold
C00154,Customer_154,Healthcare,customer154@company.com,2123851075,Washington DC,Active
C00155,Customer_155,Retail,customer155@company.com,3452300222,Baltimore,On Hold
C00156,Customer_156,Healthcare,customer156@company.com,6758193565,Fairfax,Active
C00157,Customer_157,Logistics,customer157@company.com,3126591098,Baltimore,Active
C00158,Customer_158,Services,customer158@company.com,9897963384,Columbia,Active
C00159,Customer_159,Healthcare,customer159@company.com,2138827363,Baltimore,On Hold
C00160,Customer_160,Retail,customer160@company.com,4234168673,Columbia,Active
C00161,Customer_161,Retail,customer161@company.com,4435799243,Baltimore,On Hold
C00162,Customer_162,Healthcare,customer162@company.com,8705093093,Baltimore,Active
C00163,Customer_163,Services,customer163@company.com,4041385405,Fairfax,Active
C00164,Customer_164,Healthcare,customer164@company.com,5395613875,Columbia,On Hold
C00165,Customer_165,Retail,customer165@company.com,6868530517,Columbia,On Hold
C00166,Customer_166,Manufacturing,customer166@company.com,3333918138,Washington DC,Active
C00167,Customer_167,Logistics,customer167@company.com,8939490556,Baltimore,On Hold
C00168,Customer_168,Retail,customer168@company.com,4967613532,Baltimore,Active
C00169,Customer_169,Healthcare,customer169@company.com,8030771610,Fairfax,On Hold
C00170,Customer_170,Logistics,customer170@company.com,8079497852,Washington DC,On Hold
C00171,Customer_171,Healthcare,customer171@company.com,8024877628,Washington DC,On Hold
C00172,Customer_172,Healthcare,customer172@company.com,2155509001,Fairfax,On Hold
C00173,Customer_173,Manufacturing,customer173@company.com,8662101309,Columbia,Active
C00174,Customer_174,Logistics,customer174@company.com,5043761028,Rockville,Active
C00175,Customer_175,Logistics,customer175@company.com,6786475461,Fairfax,Active
C00176,Customer_176,Manufacturing,customer176@company.com,3311823738,Columbia,Active
C00177,Customer_177,Retail,customer177@company.com,9650440378,Washington DC,Active
C00178,Customer_178,Healthcare,customer178@company.com,3571612014,Fairfax,Active
C00179,Customer_179,Services,customer179@company.com,3037674682,Rockville,Active
C00180,Customer_180,Healthcare,customer180@company.com,4887079857,Baltimore,Active
C00181,Customer_181,Healthcare,customer181@company.com,2845072515,Fairfax,Active
C00182,Customer_182,Retail,customer182@company.com,6748508959,Rockville,Active
C00183,Customer_183,Healthcare,customer183@company.com,9329575602,Rockville,Active
C00184,Customer_184,Manufacturing,customer184@company.com,8440512610,Fairfax,Active
C00185,Customer_185,Manufacturing,customer185@company.com,6836971077,Columbia,Active
C00186,Customer_186,Logistics,customer186@company.com,4911536493,Fairfax,Active
C00187,Customer_187,Services,customer187@company.com,8751923258,Washington DC,Active
C00188,Customer_188,Healthcare,customer188@company.com,4061971474,Rockville,Active
C00189,Customer_189,Healthcare,customer189@company.com,8405545432,Rockville,Active
C00190,Customer_190,Retail,customer190@company.com,5100867440,Baltimore,Active
C00191,Customer_191,Manufacturing,customer191@company.com,6027569744,Rockville,Active
C00192,Customer_192,Services,customer192@company.com,2391922909,Baltimore,Active
C00193,Customer_193,Logistics,customer193@company.com,2083763253,Rockville,Active
C00194,Customer_194,Manufacturing,customer194@company.com,5460475742,Rockville,Active
C00195,Customer_195,Logistics,customer195@company.com,2464583997,Fairfax,Active
C00196,Customer_196,Retail,customer196@company.com,6237830492,Fairfax,Active
C00197,Customer_197,Retail,customer197@company.com,4660080448,Washington DC,Active
C00198,Customer_198,Healthcare,customer198@company.com,9090417179,Columbia,Active
C00199,Customer_199,Services,customer199@company.com,7149200665,Washington DC,Active
C00200,Customer_200,Logistics,customer200@company.com,7327100818,Rockville,Active
C00201,Customer_201,Manufacturing,customer201@company.com,4831887990,Washington DC,Active
C00202,Customer_202,Retail,customer202@company.com,7145503712,Fairfax,Active
C00203,Customer_203,Healthcare,customer203@company.com,2576039402,Rockville,Active
C00204,Customer_204,Healthcare,customer204@company.com,2242242007,Rockville,Active
C00205,Customer_205,Logistics,customer205@company.com,5729307310,Washington DC,Active
C00206,Customer_206,Retail,customer206@company.com,3265790655,Baltimore,Active
C00207,Customer_207,Services,customer207@company.com,2007782634,Columbia,Active
C00208,Customer_208,Retail,customer208@company.com,2961291356,Washington DC,Active
C00209,Customer_209,Logistics,customer209@company.com,3462183305,Washington DC,Active
C00210,Customer_210,Logistics,customer210@company.com,4248594039,Columbia,On Hold
C00211,Customer_211,Retail,customer211@company.com,2879239696,Rockville,Active
C00212,Customer_212,Logistics,customer212@company.com,3438033852,Rockville,On Hold
C00213,Customer_213,Retail,customer213@company.com,7713628027,Baltimore,On Hold
C00214,Customer_214,Manufacturing,customer214@company.com,6379688734,Washington DC,Active
C00215,Customer_215,Retail,customer215@company.com,6875574085,Columbia,Active
C00216,Customer_216,Retail,customer216@company.com,4985846065,Washington DC,Active
C00217,Customer_217,Logistics,customer217@company.com,2516474065,Fairfax,On Hold
C00218,Customer_218,Logistics,customer218@company.com,7285963481,Washington DC,Active
C00219,Customer_219,Healthcare,customer219@company.com,3506405237,Washington DC,On Hold
C00220,Customer_220,Healthcare,customer220@company.com,9549414087,Fairfax,Active
C00221,Customer_221,Manufacturing,customer221@company.com,8796360396,Fairfax,On Hold
C00222,Customer_222,Healthcare,customer222@company.com,4959232415,Columbia,Active
C00223,Customer_223,Retail,customer223@company.com,8730266703,Rockville,On Hold
C00224,Customer_224,Logistics,customer224@company.com,4936007135,Baltimore,Active
C00225,Customer_225,Healthcare,customer225@company.com,6307174266,Fairfax,Active
C00226,Customer_226,Healthcare,customer226@company.com,5998177056,Rockville,Active
C00227,Customer_227,Manufacturing,customer227@company.com,6771366052,Columbia,Active
C00228,Customer_228,Manufacturing,customer228@company.com,3744826569,Washington DC,Active
C00229,Customer_229,Retail,customer229@company.com,5311584601,Columbia,Active
C00230,Customer_230,Logistics,customer230@company.com,8164269008,Columbia,Active
C00231,Customer_231,Manufacturing,customer231@company.com,4008279256,Fairfax,Active
C00232,Customer_232,Healthcare,customer232@company.com,9777447551,Baltimore,Active
C00233,Customer_233,Logistics,customer233@company.com,5857412508,Fairfax,Active
C00234,Customer_234,Logistics,customer234@company.com,9437184011,Washington DC,Active
C00235,Customer_235,Healthcare,customer235@company.com,3576245039,Fairfax,Active
C00236,Customer_236,Manufacturing,customer236@company.com,6750772505,Washington DC,Active
C00237,Customer_237,Healthcare,customer237@company.com,9252675282,Fairfax,Active
C00238,Customer_238,Logistics,customer238@company.com,9415709588,Baltimore,On Hold
C00239,Customer_239,Services,customer239@company.com,9749429756,Rockville,Active
C00240,Customer_240,Services,customer240@company.com,6995539489,Baltimore,Active
C00241,Customer_241,Retail,customer241@company.com,3070322028,Fairfax,Active
C00242,Customer_242,Healthcare,customer242@company.com,3468301582,Columbia,Active
C00243,Customer_243,Healthcare,customer243@company.com,2722673113,Rockville,Active
C00244,Customer_244,Retail,customer244@company.com,4498173464,Columbia,Active
C00245,Customer_245,Retail,customer245@company.com,5270440782,Baltimore,Active
C00246,Customer_246,Retail,customer246@company.com,8113399546,Rockville,Active
C00247,Customer_247,Logistics,customer247@company.com,6314313907,Fairfax,Active
C00248,Customer_248,Healthcare,customer248@company.com,3345510231,Columbia,On Hold
C00249,Customer_249,Logistics,customer249@company.com,4262413894,Fairfax,Active
C00250,Customer_250,Retail,customer250@company.com,3392646908,Washington DC,On Hold
C00251,Customer_251,Healthcare,customer251@company.com,2476891391,Rockville,Active
C00252,Customer_252,Logistics,customer252@company.com,8196628319,Columbia,Active
C00253,Customer_253,Logistics,customer253@company.com,7382679860,Baltimore,Active
C00254,Customer_254,Retail,customer254@company.com,5905123325,Baltimore,Active
C00255,Customer_255,Healthcare,customer255@company.com,2437032381,Baltimore,Active
C00256,Customer_256,Retail,customer256@company.com,6506076245,Baltimore,Active
C00257,Customer_257,Healthcare,customer257@company.com,6317791458,Columbia,Active
C00258,Customer_258,Services,customer258@company.com,3409048561,Washington DC,Active
C00259,Customer_259,Manufacturing,customer259@company.com,9131307191,Baltimore,Active
C00260,Customer_260,Manufacturing,customer260@company.com,9432070465,Baltimore,Active
C00261,Customer_261,Manufacturing,customer261@company.com,3946744125,Baltimore,On Hold
C00262,Customer_262,Retail,customer262@company.com,9234136462,Washington DC,Active
C00263,Customer_263,Services,customer263@company.com,3545819010,Rockville,Active
C00264,Customer_264,Healthcare,customer264@company.com,4868205860,Baltimore,Active
C00265,Customer_265,Logistics,customer265@company.com,2174358402,Baltimore,Active
C00266,Customer_266,Healthcare,customer266@company.com,3678271266,Baltimore,Active
C00267,Customer_267,Logistics,customer267@company.com,9691640790,Rockville,Active
C00268,Customer_268,Healthcare,customer268@company.com,9743851931,Baltimore,Active
C00269,Customer_269,Services,customer269@company.com,9370802909,Rockville,Active
C00270,Customer_270,Logistics,customer270@company.com,7172165497,Rockville,Active
C00271,Customer_271,Retail,customer271@company.com,7356705187,Fairfax,Active
C00272,Customer_272,Healthcare,customer272@company.com,6278168511,Fairfax,Active
C00273,Customer_273,Healthcare,customer273@company.com,6738972463,Baltimore,Active
C00274,Customer_274,Logistics,customer274@company.com,7070907664,Columbia,Active
C00275,Customer_275,Retail,customer275@company.com,6853425798,Fairfax,Active
C00276,Customer_276,Retail,customer276@company.com,3407267335,Fairfax,Active
C00277,Customer_277,Services,customer277@company.com,7197665652,Columbia,On Hold
C00278,Customer_278,Retail,customer278@company.com,8432520829,Washington DC,On Hold
C00279,Customer_279,Retail,customer279@company.com,4044493370,Baltimore,Active
C00280,Customer_280,Retail,customer280@company.com,6444174238,Washington DC,Active
C00281,Customer_281,Manufacturing,customer281@company.com,7668839634,Washington DC,Active
C00282,Customer_282,Services,customer282@company.com,4562626121,Rockville,Active
C00283,Customer_283,Healthcare,customer283@company.com,4597603787,Rockville,Active
C00284,Customer_284,Logistics,customer284@company.com,8357093732,Baltimore,Active
C00285,Customer_285,Healthcare,customer285@company.com,9798224104,Columbia,Active
C00286,Customer_286,Services,customer286@company.com,2269389683,Rockville,Active
C00287,Customer_287,Logistics,customer287@company.com,9797460601,Fairfax,Active
C00288,Customer_288,Services,customer288@company.com,8419920586,Baltimore,Active
C00289,Customer_289,Retail,customer289@company.com,2574497820,Washington DC,Active
C00290,Customer_290,Logistics,customer290@company.com,4788416355,Baltimore,Active
C00291,Customer_291,Retail,customer291@company.com,6997390665,Rockville,Active
C00292,Customer_292,Healthcare,customer292@company.com,2144524471,Columbia,Active
C00293,Customer_293,Healthcare,customer293@company.com,2606061328,Washington DC,Active
C00294,Customer_294,Logistics,customer294@company.com,4614767340,Columbia,Active
C00295,Customer_295,Logistics,customer295@company.com,2770071457,Baltimore,Active
C00296,Customer_296,Services,customer296@company.com,2969645015,Columbia,Active
C00297,Customer_297,Services,customer297@company.com,2107974278,Columbia,On Hold
C00298,Customer_298,Retail,customer298@company.com,9399930898,Baltimore,Active
C00299,Customer_299,Logistics,customer299@company.com,5480488581,Washington DC,Active
C00300,Customer_300,Healthcare,customer300@company.com,9717404146,Columbia,On Hold
C00301,Customer_301,Services,customer301@company.com,2547901052,Columbia,Active
C00302,Customer_302,Services,customer302@company.com,9182382889,Baltimore,Active
C00303,Customer_303,Healthcare,customer303@company.com,5854856075,Fairfax,Active
C00304,Customer_304,Services,customer304@company.com,3920539732,Columbia,Active
C00305,Customer_305,Retail,customer305@company.com,8171674131,Rockville,Active
C00306,Customer_306,Logistics,customer306@company.com,9664525987,Washington DC,Active
C00307,Customer_307,Healthcare,customer307@company.com,6695678551,Columbia,Active
C00308,Customer_308,Logistics,customer308@company.com,4237136932,Baltimore,On Hold
C00309,Customer_309,Services,customer309@company.com,5592242939,Rockville,Active
C00310,Customer_310,Services,customer310@company.com,9860617209,Baltimore,On Hold
C00311,Customer_311,Healthcare,customer311@company.com,6106559356,Columbia,Active
C00312,Customer_312,Retail,customer312@company.com,9294025269,Rockville,Active
C00313,Customer_313,Manufacturing,customer313@company.com,7187335345,Washington DC,Active
C00314,Customer_314,Healthcare,customer314@company.com,2087103276,Washington DC,Active
C00315,Customer_315,Manufacturing,customer315@company.com,4059075177,Washington DC,Active
C00316,Customer_316,Manufacturing,customer316@company.com,4206341309,Fairfax,Active
C00317,Customer_317,Retail,customer317@company.com,7326887253,Baltimore,Active
C00318,Customer_318,Manufacturing,customer318@company.com,2535571460,Columbia,On Hold
C00319,Customer_319,Manufacturing,customer319@company.com,8812712192,Rockville,Active
C00320,Customer_320,Retail,customer320@company.com,9577420437,Baltimore,Active
C00321,Customer_321,Manufacturing,customer321@company.com,5256884943,Columbia,Active
C00322,Customer_322,Manufacturing,customer322@company.com,5408625266,Fairfax,Active
C00323,Customer_323,Manufacturing,customer323@company.com,4647679318,Columbia,Active
C00324,Customer_324,Healthcare,customer324@company.com,9043559065,Baltimore,On Hold
C00325,Customer_325,Healthcare,customer325@company.com,5694759737,Columbia,Active
C00326,Customer_326,Healthcare,customer326@company.com,3638166402,Rockville,Active
C00327,Customer_327,Retail,customer327@company.com,2337850968,Fairfax,Active
C00328,Customer_328,Services,customer328@company.com,2738191929,Rockville,Active
C00329,Customer_329,Manufacturing,customer329@company.com,6549329470,Fairfax,Active
C00330,Customer_330,Manufacturing,customer330@company.com,2452676403,Fairfax,Active
C00331,Customer_331,Retail,customer331@company.com,2793071064,Columbia,Active
C00332,Customer_332,Manufacturing,customer332@company.com,7759956247,Rockville,Active
C00333,Customer_333,Healthcare,customer333@company.com,8629452296,Fairfax,Active
C00334,Customer_334,Services,customer334@company.com,9351618468,Fairfax,Active
C00335,Customer_335,Logistics,customer335@company.com,7200893300,Columbia,Active
C00336,Customer_336,Manufacturing,customer336@company.com,4888461748,Baltimore,On Hold
C00337,Customer_337,Healthcare,customer337@company.com,9319736983,Baltimore,Active
C00338,Customer_338,Logistics,customer338@company.com,8694231956,Washington DC,Active
C00339,Customer_339,Services,customer339@company.com,2476719086,Washington DC,Active
C00340,Customer_340,Logistics,customer340@company.com,7055698173,Fairfax,Active
C00341,Customer_341,Healthcare,customer341@company.com,8136068676,Baltimore,Active
C00342,Customer_342,Logistics,customer342@company.com,6839194356,Fairfax,Active
C00343,Customer_343,Retail,customer343@company.com,4432223401,Rockville,Active
C00344,Customer_344,Logistics,customer344@company.com,8006084284,Baltimore,Active
C00345,Customer_345,Manufacturing,customer345@company.com,3222329603,Baltimore,Active
C00346,Customer_346,Manufacturing,customer346@company.com,7025067991,Baltimore,On Hold
C00347,Customer_347,Retail,customer347@company.com,3440266768,Washington DC,On Hold
C00348,Customer_348,Healthcare,customer348@company.com,8906132820,Columbia,Active
C00349,Customer_349,Manufacturing,customer349@company.com,4472978649,Columbia,On Hold
C00350,Customer_350,Services,customer350@company.com,2702759727,Washington DC,On Hold
C00351,Customer_351,Manufacturing,customer351@company.com,6831493804,Washington DC,Active
C00352,Customer_352,Manufacturing,customer352@company.com,2114575823,Washington DC,Active
C00353,Customer_353,Healthcare,customer353@company.com,2053367513,Columbia,Active
C00354,Customer_354,Logistics,customer354@company.com,5778757024,Fairfax,On Hold
C00355,Customer_355,Manufacturing,customer355@company.com,2193655151,Washington DC,Active
C00356,Customer_356,Retail,customer356@company.com,5140570757,Fairfax,Active
C00357,Customer_357,Logistics,customer357@company.com,2421155233,Fairfax,Active
C00358,Customer_358,Services,customer358@company.com,8168867636,Rockville,Active
C00359,Customer_359,Healthcare,customer359@company.com,5582598259,Columbia,Active
C00360,Customer_360,Services,customer360@company.com,4103262793,Fairfax,Active
C00361,Customer_361,Logistics,customer361@company.com,9570185296,Columbia,On Hold
C00362,Customer_362,Logistics,customer362@company.com,9874296959,Columbia,Active
C00363,Customer_363,Logistics,customer363@company.com,7789731730,Rockville,Active
C00364,Customer_364,Services,customer364@company.com,5831767592,Columbia,Active
C00365,Customer_365,Logistics,customer365@company.com,4020667548,Fairfax,Active
C00366,Customer_366,Services,customer366@company.com,8561882682,Baltimore,Active
C00367,Customer_367,Logistics,customer367@company.com,6293711608,Fairfax,On Hold
C00368,Customer_368,Retail,customer368@company.com,9916925975,Fairfax,Active
C00369,Customer_369,Logistics,customer369@company.com,3553790351,Columbia,Active
C00370,Customer_370,Services,customer370@company.com,6339401295,Fairfax,On Hold
C00371,Customer_371,Manufacturing,customer371@company.com,8984364452,Baltimore,On Hold
C00372,Customer_372,Logistics,customer372@company.com,5023285123,Columbia,Active
C00373,Customer_373,Manufacturing,customer373@company.com,9090143579,Washington DC,Active
C00374,Customer_374,Retail,customer374@company.com,8222684742,Fairfax,Active
C00375,Customer_375,Healthcare,customer375@company.com,6564938162,Fairfax,Active
C00376,Customer_376,Retail,customer376@company.com,4044656860,Rockville,Active
C00377,Customer_377,Logistics,customer377@company.com,9255247838,Washington DC,Active
